DATE,DTWEXB
2018-05-04,120.5873
2018-05-07,120.9468
2018-05-08,121.4435
2018-05-09,121.2599
2018-05-10,120.7179
2018-05-11,120.5902
2018-05-14,120.7367
2018-05-15,121.6247
2018-05-16,121.6937
2018-05-17,121.7543
2018-05-18,122.1372
2018-05-21,122.0788
2018-05-22,121.5904
2018-05-23,122.1076
2018-05-24,121.8872
2018-05-25,121.9869
2018-05-28,.
2018-05-29,122.6587
2018-05-30,122.1239
2018-05-31,122.4385
2018-06-01,122.288
2018-06-04,122.2627
2018-06-05,122.7177
2018-06-06,122.1857
2018-06-07,122.5276
2018-06-08,122.5787
2018-06-11,122.5841
2018-06-12,122.6992
2018-06-13,122.7362
2018-06-14,123.3362
2018-06-15,123.8937
2018-06-18,124.0451
2018-06-19,124.2425
2018-06-20,124.0655
2018-06-21,124.2438
2018-06-22,123.9419
2018-06-25,124.0071
2018-06-26,124.0701
2018-06-27,124.6998
2018-06-28,124.6752
2018-06-29,124.0902
2018-07-02,125.115
2018-07-03,124.2052
2018-07-04,.
2018-07-05,123.8557
2018-07-06,123.5223
2018-07-09,123.4684
2018-07-10,123.4375
2018-07-11,123.8013
2018-07-12,123.697
2018-07-13,124.0447
2018-07-16,123.8055
2018-07-17,124.129
2018-07-18,124.331
2018-07-19,125.0268
2018-07-20,124.3986
2018-07-23,124.559
2018-07-24,124.3202
2018-07-25,123.9892
2018-07-26,124.0102
2018-07-27,123.9186
2018-07-30,123.74
2018-07-31,123.8624
2018-08-01,124.0491
2018-08-02,124.3622
2018-08-03,124.184
2018-08-06,124.4571
2018-08-07,124.158
2018-08-08,124.3422
2018-08-09,124.5806
2018-08-10,125.5571
2018-08-13,126.2071
2018-08-14,125.9784
2018-08-15,126.5585
2018-08-16,125.9545
2018-08-17,125.8486
2018-08-20,125.6364
2018-08-21,125.739
2018-08-22,125.549
2018-08-23,126.0393
2018-08-24,125.4264
2018-08-27,125.1053
2018-08-28,125.1792
2018-08-29,125.5459
2018-08-30,126.0355
2018-08-31,126.1898
2018-09-03,.
2018-09-04,126.7975
2018-09-05,126.6803
2018-09-06,126.5885
2018-09-07,126.5362
2018-09-10,126.6735
2018-09-11,126.7097
2018-09-12,126.1974
2018-09-13,125.8869
2018-09-14,126.0604
2018-09-17,125.8909
2018-09-18,125.7447
2018-09-19,125.6036
2018-09-20,125.4496
2018-09-21,125.4405
2018-09-24,125.4706
2018-09-25,125.6824
2018-09-26,125.6497
2018-09-27,125.9495
2018-09-28,125.7435
2018-10-01,125.7557
2018-10-02,125.8272
2018-10-03,126.1101
2018-10-04,126.6825
2018-10-05,126.5576
2018-10-08,.
2018-10-09,126.7269
2018-10-10,126.6941
2018-10-11,126.4244
2018-10-12,126.4104
